id,base_case_id,text,label,scam_type,severity,reason,evidence_span,recommended_action,risk_factor,harm_type,target_group,region_variant,noise_type,source,license,is_synthetic,privacy_level,split
VN_000292,OTP_BANK_0292,"Tai khoan cua o dang bi khoa, gui ma xac nhan de mo lai.",SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP hoặc mã xác nhận ngân hàng.,mã OTP; mã xác nhận; dãy 6 số,Không cung cấp OTP hoặc mã xác nhận. Gọi trực tiếp ngân hàng để kiểm tra.,urgency; technical_confusion,credential_theft,elderly,CENTRAL,NO_DIACRITICS,vietnamese_synthetic,self-created,true,no_pii,train
VN_000220,LOAN_SCAM_0220,"Ba duoc duyet vay 50 trieu, can dong phi bao hiem truoc de giai ngan.",SCAM,LOAN_SCAM,HIGH,"Lừa vay tiền, yêu cầu đóng phí trước hoặc gửi giấy tờ cá nhân.",đóng phí; giải ngân; gửi CCCD; phí hồ sơ,Không gửi giấy tờ cá nhân hoặc đóng phí trước cho dịch vụ vay không rõ nguồn.,financial_pressure; urgency,financial_loss; identity_theft,elderly,SOUTH,NO_DIACRITICS,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000759,SAFE_0159,Mệ kiểm tra giúp con lịch hẹn khám bệnh ngày mai nhé nhé.,SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,CENTRAL,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000196,EMERGENCY_MONEY_0196,"Con đang gặp chuyện gấp, bác chuyển khoản liền cho con 10 triệu nha.",SCAM,EMERGENCY_MONEY,HIGH,"Giả danh người thân, tạo tình huống khẩn cấp và yêu cầu chuyển tiền.",cấp cứu; chuyển gấp; đừng gọi lại; khẩn cấp,Không chuyển tiền vội. Gọi trực tiếp cho người thân qua số quen thuộc để xác minh.,urgency; trust_abuse; secrecy,financial_loss,elderly,CENTRAL,OBFUSCATION,vietnamese_synthetic,self-created,true,no_pii,train
VN_000895,SAFE_0295,"Hom nay troi mua, me nho mang ao mua nha.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,CENTRAL,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_001061,SUSPICIOUS_0061,"Tài khoản của bác có dấu hiệu bất thường, vui lòng phản hồi sớm.",SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000045,OTP_BANK_0045,"Ngân hàng cần kiểm tra bảo mật, má cung cấp mã OTP ngay để tránh khóa tài khoản.",SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP hoặc mã xác nhận ngân hàng.,mã OTP; mã xác nhận; dãy 6 số,Không cung cấp OTP hoặc mã xác nhận. Gọi trực tiếp ngân hàng để kiểm tra.,urgency; technical_confusion,credential_theft,elderly,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,train
VN_000161,LOAN_SCAM_0161,"Hồ sơ vay của cô đã được chấp nhận, chuyển phí xác minh để nhận tiền Bên cháu đang chờ phản hồi.",SCAM,LOAN_SCAM,HIGH,"Lừa vay tiền, yêu cầu đóng phí trước hoặc gửi giấy tờ cá nhân.",đóng phí; giải ngân; gửi CCCD; phí hồ sơ,Không gửi giấy tờ cá nhân hoặc đóng phí trước cho dịch vụ vay không rõ nguồn.,financial_pressure; urgency,financial_loss; identity_theft,elderly,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_001023,SUSPICIOUS_0023,Bên em cần kiểm tra thông tin cá nhân của ba để hỗ trợ giúp bên em nhé.,SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000534,PRIZE_GIFT_0534,"Chuc mung co da trung xe may, bam <LINK> de nhan qua Làm ngay giúp bên cháu.",SCAM,PRIZE_GIFT,HIGH,Dùng quà tặng hoặc trúng thưởng để dụ cung cấp thông tin hoặc chuyển phí.,trúng thưởng; nhận quà; đóng phí; chuyển phí,Không chuyển phí hoặc cung cấp thông tin cá nhân để nhận quà không rõ nguồn.,greed; urgency,financial_loss; privacy_leak,elderly,NORTH,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_001053,SUSPICIOUS_0053,"Tai khoan cua chu co dau hieu bat thuong, vui long phan hoi som giúp bên em nhé.",SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,NORTH,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_000745,SAFE_0145,"Con đặt xe cho cô rồi, tài xế sẽ đến trong 10 phút nhé.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000472,PRIZE_GIFT_0472,"Chúc mừng chú đã trúng xe máy, bấm <LINK> để nhận quà Xử lý trong hôm nay giúp cháu.",SCAM,PRIZE_GIFT,HIGH,Dùng quà tặng hoặc trúng thưởng để dụ cung cấp thông tin hoặc chuyển phí.,trúng thưởng; nhận quà; đóng phí; chuyển phí,Không chuyển phí hoặc cung cấp thông tin cá nhân để nhận quà không rõ nguồn.,greed; urgency,financial_loss; privacy_leak,elderly,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000417,JOB_SCAM_0417,"Việc nhẹ lương cao, chú đóng phí hồ sơ là có thể bắt đầu ngay Bên cháu đang chờ phản hồi.",SCAM,JOB_SCAM,MEDIUM,"Lừa việc làm online, yêu cầu đóng phí hoặc nạp tiền trước.",nạp trước; đóng phí; kích hoạt tài khoản,Không đóng phí để nhận việc. Kiểm tra công ty và hợp đồng rõ ràng.,financial_pressure; false_promise,financial_loss,elderly,SOUTH,ABBREVIATION,vietnamese_synthetic,self-created,true,no_pii,train
VN_000372,PRIZE_GIFT_0372,"Bên em tặng cô phần quà tri ân, cần cung cấp thông tin cá nhân để nhận Vui lòng làm ngay để tránh mất quyền lợi.",SCAM,PRIZE_GIFT,HIGH,Dùng quà tặng hoặc trúng thưởng để dụ cung cấp thông tin hoặc chuyển phí.,trúng thưởng; nhận quà; đóng phí; chuyển phí,Không chuyển phí hoặc cung cấp thông tin cá nhân để nhận quà không rõ nguồn.,greed; urgency,financial_loss; privacy_leak,elderly,NORTH,ABBREVIATION,vietnamese_synthetic,self-created,true,no_pii,test
VN_000665,SAFE_0065,"Hôm nay trời mưa, bác nhớ mang áo mưa.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000222,FAKE_POLICE_0222,"Bên viện kiểm sát yêu cầu cô hợp tác ngay, nếu không sẽ bị phong tỏa tài sản.",SCAM,FAKE_POLICE,HIGH,"Giả danh cơ quan chức năng, đe dọa và yêu cầu chuyển tiền.",công an; viện kiểm sát; vụ án; chuyển tiền,Không chuyển tiền. Gọi người thân hoặc cơ quan công an địa phương để xác minh.,authority_impersonation; fear; secrecy,financial_loss,elderly,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,train
VN_000331,INVESTMENT_0331,"Bên em có sàn đầu tư lợi nhuận cao, chú nạp tiền sớm để giữ suất.",SCAM,INVESTMENT,HIGH,Hứa lợi nhuận cao bất thường và yêu cầu nạp/chuyển tiền.,lãi 30%; lợi nhuận cao; nạp tiền; chuyển tiền,Không chuyển tiền vào kênh đầu tư không rõ pháp lý. Hỏi người thân hoặc chuyên gia tài chính.,greed; false_promise,financial_loss,elderly,NORTH,ABBREVIATION,vietnamese_synthetic,self-created,true,no_pii,valid
VN_001026,SUSPICIOUS_0026,Bên em cần kiểm tra thông tin cá nhân của mệ để hỗ trợ.,SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,CENTRAL,ABBREVIATION,vietnamese_synthetic,self-created,true,no_pii,test
VN_000663,SAFE_0063,"Hôm nay trời mưa, chú nhớ mang áo mưa.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000124,INVESTMENT_0124,"Bên em có sàn đầu tư lợi nhuận cao, cô nạp tiền sớm để giữ suất Làm ngay giúp bên cháu.",SCAM,INVESTMENT,HIGH,Hứa lợi nhuận cao bất thường và yêu cầu nạp/chuyển tiền.,lãi 30%; lợi nhuận cao; nạp tiền; chuyển tiền,Không chuyển tiền vào kênh đầu tư không rõ pháp lý. Hỏi người thân hoặc chuyên gia tài chính.,greed; false_promise,financial_loss,elderly,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000763,SAFE_0163,O nhớ uống thuốc đúng giờ nha.,SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,CENTRAL,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000791,SAFE_0191,"Ngân hàng thông báo bảo trì hệ thống vào tối nay, không yêu cầu cung cấp thông tin Mã tham chiếu 791.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000757,SAFE_0157,"Ngân hàng thông báo bảo trì hệ thống vào tối nay, không yêu cầu cung cấp thông tin Mã tham chiếu 757.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000273,INVESTMENT_0273,"Chu dau tu 3 trieu hom nay, cam ket nhan lai 30% sau mot tuan Bên cháu đang chờ phản hồi.",SCAM,INVESTMENT,HIGH,Hứa lợi nhuận cao bất thường và yêu cầu nạp/chuyển tiền.,lãi 30%; lợi nhuận cao; nạp tiền; chuyển tiền,Không chuyển tiền vào kênh đầu tư không rõ pháp lý. Hỏi người thân hoặc chuyên gia tài chính.,greed; false_promise,financial_loss,elderly,NORTH,TYPO,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000170,LOAN_SCAM_0170,Ma muon vay nhanh khong can gap mat thi gui CCCD va phi ho so truoc.,SCAM,LOAN_SCAM,HIGH,"Lừa vay tiền, yêu cầu đóng phí trước hoặc gửi giấy tờ cá nhân.",đóng phí; giải ngân; gửi CCCD; phí hồ sơ,Không gửi giấy tờ cá nhân hoặc đóng phí trước cho dịch vụ vay không rõ nguồn.,financial_pressure; urgency,financial_loss; identity_theft,elderly,SOUTH,NO_DIACRITICS,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000880,SAFE_0280,Chú kiểm tra giúp con lịch hẹn khám bệnh ngày mai nhé khi nào rảnh nha.,SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000371,PRIZE_GIFT_0371,"Chú được chọn nhận phần thưởng 20 triệu, vui lòng đóng phí hồ sơ trước.",SCAM,PRIZE_GIFT,HIGH,Dùng quà tặng hoặc trúng thưởng để dụ cung cấp thông tin hoặc chuyển phí.,trúng thưởng; nhận quà; đóng phí; chuyển phí,Không chuyển phí hoặc cung cấp thông tin cá nhân để nhận quà không rõ nguồn.,greed; urgency,financial_loss; privacy_leak,elderly,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000753,SAFE_0153,"Hôm nay trời mưa, chú nhớ mang áo mưa nha.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000672,SAFE_0072,Con gửi link bài báo này cho cô đọc thử ạ.,SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000858,SAFE_0258,"Con dat xe cho o roi, tai xe se den trong 10 phut nhé.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,CENTRAL,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_000958,SAFE_0358,"Con đặt xe cho má rồi, tài xế sẽ đến trong 10 phút nhé.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_001028,SUSPICIOUS_0028,Ba bam vao duong dan nay de xem chi tiet chuong trinh.,SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,SOUTH,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_000405,OTP_BANK_0405,Má gửi mã OTP vừa nhận được để ngân hàng xác minh tài khoản ngay nhé.,SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP hoặc mã xác nhận ngân hàng.,mã OTP; mã xác nhận; dãy 6 số,Không cung cấp OTP hoặc mã xác nhận. Gọi trực tiếp ngân hàng để kiểm tra.,urgency; technical_confusion,credential_theft,elderly,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,train
VN_001047,SUSPICIOUS_0047,Ben em can kiem tra thong tin ca nhan cua o de ho tro.,SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,CENTRAL,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_000160,LOAN_SCAM_0160,"Ho so vay cua co da duoc chap nhan, chuyen phi xac minh de nhan tien.",SCAM,LOAN_SCAM,HIGH,"Lừa vay tiền, yêu cầu đóng phí trước hoặc gửi giấy tờ cá nhân.",đóng phí; giải ngân; gửi CCCD; phí hồ sơ,Không gửi giấy tờ cá nhân hoặc đóng phí trước cho dịch vụ vay không rõ nguồn.,financial_pressure; urgency,financial_loss; identity_theft,elderly,SOUTH,NO_DIACRITICS,vietnamese_synthetic,self-created,true,no_pii,valid
VN_001014,SUSPICIOUS_0014,Em có cơ hội đầu tư muốn giới thiệu cho bác trong hôm nay giúp em.,SUSPICIOUS,UNKNOWN,MEDIUM,Nội dung có yêu cầu xác minh hoặc cung cấp thông tin nhưng chưa đủ bằng chứng kết luận lừa đảo.,xác minh; thông tin cá nhân; đường dẫn; phản hồi sớm,Cần kiểm tra nguồn gửi. Không cung cấp thông tin nhạy cảm nếu chưa xác minh.,uncertainty; possible_social_engineering,privacy_leak,general,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000968,SAFE_0368,"Hôm nay trời mưa, má nhớ mang áo mưa ạ.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000327,PHISHING_LINK_0327,Bác cần đăng nhập vào <LINK> để kiểm tra giao dịch bất thường Xử lý trong hôm nay giúp cháu.,SCAM,PHISHING_LINK,HIGH,Dụ người dùng bấm link lạ để đánh cắp thông tin.,<LINK>; bấm link; đăng nhập,Không bấm link lạ. Chỉ truy cập website hoặc ứng dụng chính thức.,technical_confusion; urgency,credential_theft; malware_install,elderly,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000931,SAFE_0331,Chú nhớ uống thuốc đúng giờ nha khi nào rảnh nha.,SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000343,INVESTMENT_0343,"Cơ hội sinh lời bảo đảm, cô chỉ cần ck là có chuyên gia hỗ trợ.",SCAM,INVESTMENT,HIGH,Hứa lợi nhuận cao bất thường và yêu cầu nạp/chuyển tiền.,lãi 30%; lợi nhuận cao; nạp tiền; chuyển tiền,Không chuyển tiền vào kênh đầu tư không rõ pháp lý. Hỏi người thân hoặc chuyên gia tài chính.,greed; false_promise,financial_loss,elderly,NORTH,ABBREVIATION,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000955,SAFE_0355,"Ba oi, toi nay ca nha goi video nhe.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_000879,SAFE_0279,Mai con về nhà ăn cơm với ba mẹ Mã tham chiếu 879.,SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,SOUTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000205,PHISHING_LINK_0205,Cô cần đăng nhập vào <LINK> để kiểm tra giao dịch bất thường Làm ngay giúp bên cháu.,SCAM,PHISHING_LINK,HIGH,Dụ người dùng bấm link lạ để đánh cắp thông tin.,<LINK>; bấm link; đăng nhập,Không bấm link lạ. Chỉ truy cập website hoặc ứng dụng chính thức.,technical_confusion; urgency,credential_theft; malware_install,elderly,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000831,SAFE_0231,"Con đặt xe cho cô rồi, tài xế sẽ đến trong 10 phút khi nào rảnh nha.",SAFE,NONE,LOW,Nội dung bình thường hoặc không có yêu cầu nguy hiểm.,,Không cần cảnh báo. Có thể tiếp tục trò chuyện bình thường.,none,none,general,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,valid
VN_000490,PRIZE_GIFT_0490,"Chú được chọn nhận phần thưởng 20 triệu, vui lòng đóng phí hồ sơ trước Làm ngay giúp bên cháu.",SCAM,PRIZE_GIFT,HIGH,Dùng quà tặng hoặc trúng thưởng để dụ cung cấp thông tin hoặc chuyển phí.,trúng thưởng; nhận quà; đóng phí; chuyển phí,Không chuyển phí hoặc cung cấp thông tin cá nhân để nhận quà không rõ nguồn.,greed; urgency,financial_loss; privacy_leak,elderly,NORTH,NONE,vietnamese_synthetic,self-created,true,no_pii,test
VN_000177,PRIZE_GIFT_0177,"Bac trung thuong may man, chuyen phi van chuyen de nhan qua ngai hom nay Xử lý trong hôm nay giúp cháu.",SCAM,PRIZE_GIFT,HIGH,Dùng quà tặng hoặc trúng thưởng để dụ cung cấp thông tin hoặc chuyển phí.,trúng thưởng; nhận quà; đóng phí; chuyển phí,Không chuyển phí hoặc cung cấp thông tin cá nhân để nhận quà không rõ nguồn.,greed; urgency,financial_loss; privacy_leak,elderly,CENTRAL,TYPO,vietnamese_synthetic,self-created,true,no_pii,test
VN_000083,OTP_BANK_0083,"Tài khoản của mệ đang bị khóa, gửi mã xác nhận để mở lại.",SCAM,OTP_BANK,HIGH,Yêu cầu cung cấp OTP hoặc mã xác nhận ngân hàng.,mã OTP; mã xác nhận; dãy 6 số,Không cung cấp OTP hoặc mã xác nhận. Gọi trực tiếp ngân hàng để kiểm tra.,urgency; technical_confusion,credential_theft,elderly,CENTRAL,NONE,vietnamese_synthetic,self-created,true,no_pii,train
